Ano da Produção,Título da Produção,Tipo da Produção,Subtipo da Produção,Author 1,Categoria Author 1,Author 2,Categoria Author 2
2021,ESTABLISHING A SEARCH STRING TO DETECT SECONDARY STUDIES IN SOFTWARE ENGINEERING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo,ELISA YUMI NAKAGAWA,Participante Externo
2021,ESTABLISHING A SEARCH STRING TO DETECT SECONDARY STUDIES IN SOFTWARE ENGINEERING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ERICA FERREIRA DE SOUZA,Egresso - null,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2021,ESTABLISHING A SEARCH STRING TO DETECT SECONDARY STUDIES IN SOFTWARE ENGINEERING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,ERICA FERREIRA DE SOUZA,Egresso - null,ELISA YUMI NAKAGAWA,Participante Externo
2021,ESTABLISHING A SEARCH STRING TO DETECT SECONDARY STUDIES IN SOFTWARE ENGINEERING,BIBLIOGRÁFICA,TRABALHO EM ANAIS,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente,ELISA YUMI NAKAGAWA,Participante Externo
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Egresso - null,JOSE GUILHERME FRONZA,Participante Externo
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Egresso - null,ANDERSON REIS SOARES,Participante Externo
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Egresso - null,GILBERTO RIBEIRO DE QUEIROZ,Docente
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,RENNAN DE FREITAS BEZERRA MARUJO,Egresso - null,KARINE REIS FERREIRA GOMES,Docente
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JOSE GUILHERME FRONZA,Participante Externo,ANDERSON REIS SOARES,Participante Externo
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JOSE GUILHERME FRONZA,Participante Externo,GILBERTO RIBEIRO DE QUEIROZ,Docente
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JOSE GUILHERME FRONZA,Participante Externo,KARINE REIS FERREIRA GOMES,Docente
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDERSON REIS SOARES,Participante Externo,GILBERTO RIBEIRO DE QUEIROZ,Docente
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDERSON REIS SOARES,Participante Externo,KARINE REIS FERREIRA GOMES,Docente
2021,EVALUATING THE IMPACT OF LASRC AND SEN2COR ATMOSPHERIC CORRECTION ALGORITHMS ON LANDSAT-8/OLI AND SENTINEL-2/MSI DATA OVER AERONET STATIONS IN BRAZILIAN TERRITORY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GILBERTO RIBEIRO DE QUEIROZ,Docente,KARINE REIS FERREIRA GOMES,Docente
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS ALBERTO FELGUEIRAS,Participante Externo,JUSSARA DE OLIVEIRA ORTIZ,Participante Externo
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS ALBERTO FELGUEIRAS,Participante Externo,EDUARDO CELSO GERBI CAMARGO,Participante Externo
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS ALBERTO FELGUEIRAS,Participante Externo,LAERCIO MASSARU NAMIKAWA,Participante Externo
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS ALBERTO FELGUEIRAS,Participante Externo,THALES SEHN KORTING,Docente
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JUSSARA DE OLIVEIRA ORTIZ,Participante Externo,EDUARDO CELSO GERBI CAMARGO,Participante Externo
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JUSSARA DE OLIVEIRA ORTIZ,Participante Externo,LAERCIO MASSARU NAMIKAWA,Participante Externo
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JUSSARA DE OLIVEIRA ORTIZ,Participante Externo,THALES SEHN KORTING,Docente
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDUARDO CELSO GERBI CAMARGO,Participante Externo,LAERCIO MASSARU NAMIKAWA,Participante Externo
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,EDUARDO CELSO GERBI CAMARGO,Participante Externo,THALES SEHN KORTING,Docente
2021,EXPLORING GEOSTATISTICAL MODELING AND VISUALIZATIONTECHNIQUES OF UNCERTAINTIES FOR CATEGORICAL SPATIAL DATA,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LAERCIO MASSARU NAMIKAWA,Participante Externo,THALES SEHN KORTING,Docente
2021,FAKE NEWS AGENDA IN THE ERA OF COVID-19: IDENTIFYING TRENDS THROUGH FACT-CHECKING CONTENT,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,WILSON FRANCISCO MOREIRA DE SOUZA SERON,Participante Externo,MARCOS GONCALVES QUILES,Docente
2021,FORCE-DIRECTED ALGORITHMS AS A TOOL TO SUPPORT COMMUNITY DETECTION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALESSANDRA MARLI MARIA MORAIS,Participante Externo,TIAGO SILVA DA SILVA,Participante Externo
2021,FORCE-DIRECTED ALGORITHMS AS A TOOL TO SUPPORT COMMUNITY DETECTION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALESSANDRA MARLI MARIA MORAIS,Participante Externo,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,FORCE-DIRECTED ALGORITHMS AS A TOOL TO SUPPORT COMMUNITY DETECTION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALESSANDRA MARLI MARIA MORAIS,Participante Externo,MARCOS GONCALVES QUILES,Docente
2021,FORCE-DIRECTED ALGORITHMS AS A TOOL TO SUPPORT COMMUNITY DETECTION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,TIAGO SILVA DA SILVA,Participante Externo,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,FORCE-DIRECTED ALGORITHMS AS A TOOL TO SUPPORT COMMUNITY DETECTION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,TIAGO SILVA DA SILVA,Participante Externo,MARCOS GONCALVES QUILES,Docente
2021,FORCE-DIRECTED ALGORITHMS AS A TOOL TO SUPPORT COMMUNITY DETECTION,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ELBERT EINSTEIN NEHRER MACAU,Docente,MARCOS GONCALVES QUILES,Docente
2021,FORMATION OF EARTH-SIZED PLANETS WITHIN THE KEPLER-1647 SYSTEM HABITABLE ZONE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GERSON DE OLIVEIRA BARBOSA,Discente - Doutorado,OTHON CABO WINTER,Participante Externo
2021,FORMATION OF EARTH-SIZED PLANETS WITHIN THE KEPLER-1647 SYSTEM HABITABLE ZONE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GERSON DE OLIVEIRA BARBOSA,Discente - Doutorado,ANDRE AMARANTE LUIZ,Participante Externo
2021,FORMATION OF EARTH-SIZED PLANETS WITHIN THE KEPLER-1647 SYSTEM HABITABLE ZONE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GERSON DE OLIVEIRA BARBOSA,Discente - Doutorado,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,FORMATION OF EARTH-SIZED PLANETS WITHIN THE KEPLER-1647 SYSTEM HABITABLE ZONE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,OTHON CABO WINTER,Participante Externo,ANDRE AMARANTE LUIZ,Participante Externo
2021,FORMATION OF EARTH-SIZED PLANETS WITHIN THE KEPLER-1647 SYSTEM HABITABLE ZONE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,OTHON CABO WINTER,Participante Externo,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,FORMATION OF EARTH-SIZED PLANETS WITHIN THE KEPLER-1647 SYSTEM HABITABLE ZONE,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDRE AMARANTE LUIZ,Participante Externo,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,GEOBIA E MINERAÇÃO DE DADOS PARA CLASSIFICAÇÃO DE IMAGENS DE ALTÍSSIMA RESOLUÇÃO ESPACIAL,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ADALTO MOREIRA BRAZ,Participante Externo,THALES SEHN KORTING,Docente
2021,GEOBIA E MINERAÇÃO DE DADOS PARA CLASSIFICAÇÃO DE IMAGENS DE ALTÍSSIMA RESOLUÇÃO ESPACIAL,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ADALTO MOREIRA BRAZ,Participante Externo,ALECIO PERINI MARTINS,Participante Externo
2021,GEOBIA E MINERAÇÃO DE DADOS PARA CLASSIFICAÇÃO DE IMAGENS DE ALTÍSSIMA RESOLUÇÃO ESPACIAL,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Docente,ALECIO PERINI MARTINS,Participante Externo
2021,GLOBAL AND LATIN AMERICAN FEMALE PARTICIPATION IN EVIDENCE-BASED SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo,ERICA FERREIRA DE SOUZA,Participante Externo
2021,GLOBAL AND LATIN AMERICAN FEMALE PARTICIPATION IN EVIDENCE-BASED SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2021,GLOBAL AND LATIN AMERICAN FEMALE PARTICIPATION IN EVIDENCE-BASED SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KATIA ROMERO FELIZARDO SCANNAVINO,Participante Externo,ELISA YUMI NAKAGAWA,Participante Externo
2021,GLOBAL AND LATIN AMERICAN FEMALE PARTICIPATION IN EVIDENCE-BASED SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ERICA FERREIRA DE SOUZA,Participante Externo,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente
2021,GLOBAL AND LATIN AMERICAN FEMALE PARTICIPATION IN EVIDENCE-BASED SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ERICA FERREIRA DE SOUZA,Participante Externo,ELISA YUMI NAKAGAWA,Participante Externo
2021,GLOBAL AND LATIN AMERICAN FEMALE PARTICIPATION IN EVIDENCE-BASED SOFTWARE ENGINEERING: A SYSTEMATIC MAPPING STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente,ELISA YUMI NAKAGAWA,Participante Externo
2021,GOVERNMENT POLICIES ENDANGER THE INDIGENOUS PEOPLES OF THE BRAZILIAN AMAZON,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo,Alber Sanchez,Participante Externo
2021,GOVERNMENT POLICIES ENDANGER THE INDIGENOUS PEOPLES OF THE BRAZILIAN AMAZON,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo,ANDERSON REIS SOARES,Participante Externo
2021,GOVERNMENT POLICIES ENDANGER THE INDIGENOUS PEOPLES OF THE BRAZILIAN AMAZON,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo,GILBERTO CAMARA NETO,Docente
2021,GOVERNMENT POLICIES ENDANGER THE INDIGENOUS PEOPLES OF THE BRAZILIAN AMAZON,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Alber Sanchez,Participante Externo,ANDERSON REIS SOARES,Participante Externo
2021,GOVERNMENT POLICIES ENDANGER THE INDIGENOUS PEOPLES OF THE BRAZILIAN AMAZON,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Alber Sanchez,Participante Externo,GILBERTO CAMARA NETO,Docente
2021,GOVERNMENT POLICIES ENDANGER THE INDIGENOUS PEOPLES OF THE BRAZILIAN AMAZON,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDERSON REIS SOARES,Participante Externo,GILBERTO CAMARA NETO,Docente
2021,HETEROGENEOUS WIRELESS NETWORKS WITH MOBILE DEVICES OF MULTIPLE INTERFACES FOR SIMULTANEOUS CONNECTIONS USING FUZZY SYSTEM,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,NANDAMUDI LANKALAPALLI VIJAYKUMAR,Docente,CARLOS RENATO LISBOA FRANCES,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALANA KASAHARA NEVES,Participante Externo,THALES SEHN KORTING,Docente
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALANA KASAHARA NEVES,Participante Externo,LEILA MARIA GARCIA FONSECA,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALANA KASAHARA NEVES,Participante Externo,ANDERSON REIS SOARES,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALANA KASAHARA NEVES,Participante Externo,CESARE DI GIROLAMO NETO,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ALANA KASAHARA NEVES,Participante Externo,CHRISTIAN HEIPKE,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Docente,LEILA MARIA GARCIA FONSECA,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Docente,ANDERSON REIS SOARES,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Docente,CESARE DI GIROLAMO NETO,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,THALES SEHN KORTING,Docente,CHRISTIAN HEIPKE,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Participante Externo,ANDERSON REIS SOARES,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Participante Externo,CESARE DI GIROLAMO NETO,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LEILA MARIA GARCIA FONSECA,Participante Externo,CHRISTIAN HEIPKE,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDERSON REIS SOARES,Participante Externo,CESARE DI GIROLAMO NETO,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ANDERSON REIS SOARES,Participante Externo,CHRISTIAN HEIPKE,Participante Externo
2021,HIERARCHICAL MAPPING OF BRAZILIAN SAVANNA (CERRADO) PHYSIOGNOMIES BASED ON DEEP LEARNING,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CESARE DI GIROLAMO NETO,Participante Externo,CHRISTIAN HEIPKE,Participante Externo
2021,HOW HETEROGENEITY IN CONNECTIONS AND CYCLES MATTER FOR SYNCHRONIZATION OF COMPLEX NETWORKS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JULIANA CESTARI LACERDA,Egresso - null,CELSO BERNARDO DA NOBREGA DE FREITAS,Participante Externo
2021,HOW HETEROGENEITY IN CONNECTIONS AND CYCLES MATTER FOR SYNCHRONIZATION OF COMPLEX NETWORKS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JULIANA CESTARI LACERDA,Egresso - null,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,HOW HETEROGENEITY IN CONNECTIONS AND CYCLES MATTER FOR SYNCHRONIZATION OF COMPLEX NETWORKS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,JULIANA CESTARI LACERDA,Egresso - null,Jürgen Kurths,Participante Externo
2021,HOW HETEROGENEITY IN CONNECTIONS AND CYCLES MATTER FOR SYNCHRONIZATION OF COMPLEX NETWORKS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CELSO BERNARDO DA NOBREGA DE FREITAS,Participante Externo,ELBERT EINSTEIN NEHRER MACAU,Docente
2021,HOW HETEROGENEITY IN CONNECTIONS AND CYCLES MATTER FOR SYNCHRONIZATION OF COMPLEX NETWORKS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CELSO BERNARDO DA NOBREGA DE FREITAS,Participante Externo,Jürgen Kurths,Participante Externo
2021,HOW HETEROGENEITY IN CONNECTIONS AND CYCLES MATTER FOR SYNCHRONIZATION OF COMPLEX NETWORKS,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,ELBERT EINSTEIN NEHRER MACAU,Docente,Jürgen Kurths,Participante Externo
2021,IDENTIFICATION OF SECONDARY PREDICTIVE FACTORS FOR ACUTE HYPOCALCEMIA FOLLOWING THYROIDECTOMY IN PATIENTS WITH LOW POSTOPERATIVE PARATHYROID HORMONE LEVELS WITHOUT OVERT CALCIUM DEFICIENCY: A COHORT STUDY,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,CARLOS HENRIQUE QUARTUCCI FORSTER,Participante Externo,ELCIO HIDEITI SHIGUEMORI,Docente
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LORENA ALVES DOS SANTOS,Egresso - null,KARINE REIS FERREIRA GOMES,Docente
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LORENA ALVES DOS SANTOS,Egresso - null,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LORENA ALVES DOS SANTOS,Egresso - null,GILBERTO CAMARA NETO,Docente
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LORENA ALVES DOS SANTOS,Egresso - null,Raul Zurita-Milla,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,LORENA ALVES DOS SANTOS,Egresso - null,Ellen-Wien Augustijn,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KARINE REIS FERREIRA GOMES,Docente,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KARINE REIS FERREIRA GOMES,Docente,GILBERTO CAMARA NETO,Docente
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KARINE REIS FERREIRA GOMES,Docente,Raul Zurita-Milla,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,KARINE REIS FERREIRA GOMES,Docente,Ellen-Wien Augustijn,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo,GILBERTO CAMARA NETO,Docente
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo,Raul Zurita-Milla,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,MICHELLE CRISTINA ARAUJO PICOLI,Participante Externo,Ellen-Wien Augustijn,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GILBERTO CAMARA NETO,Docente,Raul Zurita-Milla,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,GILBERTO CAMARA NETO,Docente,Ellen-Wien Augustijn,Participante Externo
2021,IDENTIFYING SPATIOTEMPORAL PATTERNS IN LAND USE AND COVER SAMPLES FROM SATELLITE IMAGE TIME SERIES,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Raul Zurita-Milla,Participante Externo,Ellen-Wien Augustijn,Participante Externo
2021,II WORKSHOP DO PROJETO BRAZIL DATA CUBE,TÉCNICA,ORGANIZAÇÃO DE EVENTO,KARINE REIS FERREIRA GOMES,Docente,GILBERTO RIBEIRO DE QUEIROZ,Docente
2021,IMAGE EDGE DETECTION USING SVM REGRESSION MODEL FOR UAV AUTONOMOUS NAVIGATION,BIBLIOGRÁFICA,TRABALHO EM ANAIS,OSAMU SAOTOME,Participante Externo,ELCIO HIDEITI SHIGUEMORI,Docente
