Ano da Produção,Título da Produção,Glosada,ISSN,Título do Periódico,DOI,URL,Tipo,Subtipo,Idioma,Autores,Categorias
2014,ADAPTIVE PINNING CONTROL: A REVIEW OF THE FULLY DECENTRALIZED STRATEGY AND ITS EXTENSIONS,Sim,The European Physical Journal. Special Topics,,,[http://link.springer.com/article/10.1140%2Fepjst%2Fe2014-02284-9][doi:10.1140/epjst/e2014-02284-9],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ELBERT EINSTEIN NEHRER MACAU,Docente
2014,ADVANCED COMPUTATIONAL AND EXPERIMENTAL TECHNIQUES IN NONLINEAR DYNAMICS,Sim,The European Physical Journal. Special Topics,,,[http://epjst.epj.org/articles/epjst/abs/2014/14/epjst22313000/epjst22313000.html][doi:10.1140/epjst/e2014-02283-x],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ELBERT EINSTEIN NEHRER MACAU ; C. L. PANDO LAMBRUSCHINI,Docente ; Participante Externo
2014,ADVANTAGE OF WAVELET TECHNIQUE TO HIGHLIGHT THE OBSERVED GEOMAGNETIC PERTURBATIONS LINKED TO THE CHILEAN TSUNAMI (2010).,Sim,1364-6826,Journal of Atmospheric and Solar-Terrestrial Physics,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,MARGARETE OLIVEIRA DOMINGUES,Docente
2014,ALGORITMO GENÉTICO E MÉTODO VARIACIONAL NA IDENTIFICAÇÃO DE DANOS ESTRUTURAIS: MÉTODO HÍBRIDO E ABORDAGEM HIERÁRQUICA,Sim,,,,http://omnipax.com.br/site/?page_id=537,BIBLIOGRÁFICA,LIVRO,Idioma Nacional,LEONARDO BACELAR LIMA SANTOS ; LEONARDO DAGNINO CHIWIACOWSKY ; HAROLDO FRAGA DE CAMPOS VELHO,Discente - Doutorado ; Participante Externo ; Docente
2014,AN ALGEBRA FOR SPATIOTEMPORAL DATA: FROM OBSERVATIONS TO EVENTS,Sim,1361-1682,Transactions in GIS (Print),,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,KARINE REIS FERREIRA GOMES ; GILBERTO CAMARA NETO ; ANTONIO MIGUEL VIEIRA MONTEIRO,Docente ; Docente ; Docente
2014,AN ALTERNATIVE MANIFOLD FOR COSMOLOGY USING SEIFERT FIBERED AND HYPERBOLIC SPACES,Sim,2152-7385,Applied Mathematics,,[http://www.scirp.org/journal/PaperInformation.aspx?PaperID=44609#.U0TALig5Eb1],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,MARIA ESTHER MEJÍA ; REINALDO ROBERTO ROSA,Sem Categoria ; Docente
2014,AN ANALYTICAL FRAMEWORK FOR DISTRIBUTED COORDINATED SCHEDULING IN IEEE 802.16 WIRELESS MESH NETWORKS,Sim,1570-8705,Ad Hoc Networks,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,CECILIA DE AZEVEDO CASTRO CESAR ; SOLON VENANCIO DE CARVALHO,Participante Externo ; Docente
2014,AN APPLICATION OF MULTIPLE SPACE NEAREST NEIGHBOR CLASSIFIER IN LAND COVER CLASSIFICATION,Sim,,,,[http://ieeexplore.ieee.org/xpl/articleDetails.jsp?tp=&arnumber=6946781&refinements%3D4294967269%2C4291944822%2C4291944246%2C4291944245%26ranges%3D2013_2015_p_Publication_Year%26matchBoolean%3Dtrue%26searchField%3DSearch_All%26queryText%3D%28p_Authors],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,FLAVIA DE TOLEDO MARTINS BEDE ; MARIANE SOUZA REIS ; ELIANA PANTALEAO ; LUCIANO VIEIRA DUTRA ; SANDRA APARECIDA SANDRI,Discente - Doutorado ; Participante Externo ; Participante Externo ; Docente ; Docente
2014,AN APPROACH FOR MAPPING DOMAIN-SPECIFIC AOM APPLICATIONS TO A GENERAL MODEL,Sim,0948-6968,Journal of Universal Computer Science (Online),,[http://www.jucs.org/jucs_20_4/an_approach_for_mapping],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,PATRICIA MEGUMI MATSUMOTO ; EDUARDO MARTINS GUERRA,Participante Externo ; Docente
2014,AN APPROACH TO FAULT DIAGNOSIS USING META-HEURISTICS: A NEW VARIANT OF THE DIFFERENTIAL EVOLUTION ALGORITHM,Sim,1405-5546,Computacion y Sistemas,,[http://cys.cic.ipn.mx/ojs/index.php/CyS/article/viewFile/1578/1881],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2014,AN EVOLUTIONARY CLUSTERING SEARCH FOR THE NO-WAIT FLOW SHOP PROBLEM WITH SEQUENCE DEPENDENT SETUP TIMES,Sim,0957-4174,Expert Systems with Applications,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,MARCELO SEIDO NAGANO ; AUGUSTO ALMEIDA DA SILVA ; LUIZ ANTONIO NOGUEIRA LORENA,Participante Externo ; Participante Externo ; Docente
2014,AN INNOVATIVE APPROACH FOR ATTRIBUTE REDUCTION IN ROUGH SET THEORY,Sim,2160-5912,Intelligent Information Management,,[doi:10.4236/iim.2014.65022],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,ALEX SANDRO AGUIAR PESSOA ; STEPHAN STEPHANY,Discente - Doutorado ; Docente
2014,AN INNOVATIVE SUPPORT VECTOR MACHINE BASED METHOD FOR CONTEXTUAL IMAGE CLASSIFICATION,Sim,0924-2716,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ROGERIO GALANTE NEGRI ; LUCIANO VIEIRA DUTRA ; SIDNEI JOAO SIQUEIRA SANT ANNA,Participante Externo ; Docente ; Docente
2014,AN OBJECT-BASED VISUAL SELECTION MODEL COMBINING PHYSICAL FEATURES AND MEMORY,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,ALCIDES XAVIER BENICASA ; MARCOS GONCALVES QUILES ; THIAGO CHRISTIANO SILVA ; ZHAO LIANG ; ROSELI APARECIDA FRANCELIN ROMERO,Participante Externo ; Docente ; Participante Externo ; Participante Externo ; Participante Externo
2014,ANÁLISE DO DESEMPENHO DE METAHEURÍSTICAS POR MEIO DE PLANEJAMENTO DE EXPERIMENTOS (DOE),Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,EDUARDO BATISTA DE MORAES BARBOSA ; MESSIAS BORGES SILVA ; EDSON LUIZ FRANCA SENNE,Participante Externo ; Participante Externo ; Docente
2014,ANALYSIS OF HANDOVER BASED ON THE USE OF FEMTOCELLS IN LTE NETWORKS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,KETYLLEN DA COSTA SILVA ; CARLOS PATRICK ALVES DA SILVA ; ANDRE CUNHA DE SOUSA DONZA ; CARLOS RENATO LISBOA FRANCES ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Docente
2014,ATTRACTIVE METHOD FOR THICKNESS-INDEPENDENT PERMITTIVITY MEASUREMENTS OF SOLID DIELECTRIC MATERIALS,Sim,0924-4247,"Sensors and Actuators. A, Physical",,[http://www.journals.elsevier.com/sensors-and-actuators-a-physical][doi:10.1016/j.sna.2013.11.032],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2014,"AUTOMATIC ANALYSIS, IDENTIFICATION, AND CLASSIFICATION OF EQUATORIAL SPREAD-F IN THE IONOGRAMS",Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,VALDIR GIL PILLAT ; PAULO ROBERTO FAGUNDES ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Participante Externo ; Participante Externo ; Docente
2014,BENFORD-S LAW AND ARTICLES OF SCIENTIFIC JOURNALS: COMPARISON OF JCR  AND SCOPUS DATA,Sim,1588-2861,Scientometrics (Online),,[doi:10.1007/s11192-013-1030-8],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ALEXANDRE DONIZETI ALVES ; HORACIO HIDEKI YANASSE ; NEI YOSHIHIRO SOMA,Discente - Doutorado ; Docente ; Participante Externo
2014,CARACTERIZAÇÃO DE PROPRIEDADES ELETROMAGNÉTICAS DE SUBSTRATOS MAGNÉTICOS EM ALTA FREQUÊNCIA,Sim,,,,[http://www.momag2014.com.br/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,PATRICIA ARIANA GRILO DIAS ; LAURO PAULO DA SILVA NETO ; JOSE OSVALDO ROSSI ; JOAQUIM JOSE BARROSO DE CASTRO,Participante Externo ; Participante Externo ; Participante Externo ; Docente
2014,CELESTIAL MECHANICS: FROM THE ERRANT STARS TO GUIDANCE OF SPACECRAFTS,Sim,2162-237X,IEEE Transactions on Neural Networks and Learning Systems,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ELBERT EINSTEIN NEHRER MACAU ; CRISTIANO FIORILO DE MELO ; ANTONIO FERNANDO BERTACHINI DE ALMEIDA PRADO ; OTHON CABO WINTER,Docente ; Participante Externo ; Participante Externo ; Participante Externo
2014,CHAOTIC SYSTEMS PREDICTABILITY USING NEURO-FUZZY SYSTEMS AND NEURAL NETWORKS WITH BRED VECTORS,Sim,,,,http://link.springer.com/10.1007/978-3-319-06323-2_19,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,PETTRAS LEONARDO BUENO DOS SANTOS ; HAROLDO FRAGA DE CAMPOS VELHO ; ROSANGELA SAHER CORREA CINTRA ; SANDRA APARECIDA SANDRI,Discente - Mestrado ; Docente ; Participante Externo ; Docente
2014,CHARACTERIZATION OF CERAMIC DIELECTRICS FOR SUB-GHZ APPLICATIONS IN NONLINEAR TRANSMISSION LINES,Sim,0093-3813,IEEE Transactions on Plasma Science,,[http://www.ieeexplore.ieee.org][doi:10.1109/tps.2014.2307921],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,LAURO PAULO DA SILVA NETO ; JOSE OSVALDO ROSSI ; JOAQUIM JOSE BARROSO DE CASTRO ; ATAIDE RIBEIRO DA SILVA JUNIOR,Participante Externo ; Participante Externo ; Docente ; Participante Externo
2014,CHARACTERIZATION OF MULTILAYER FERROELECTRIC CERAMIC CAPACITORS IN A WIDE FREQUENCY RANGE FOR RF APPLICATIONS,Sim,1662-8985,Advanced Materials Research (Online),,[http://www.scientific.net][doi:10.4028/www.scientific.net/amr.975.61],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,LAURO PAULO DA SILVA NETO ; JOSE OSVALDO ROSSI ; JOAQUIM JOSE BARROSO DE CASTRO,Participante Externo ; Participante Externo ; Docente
2014,"CHARACTERIZATION OF THE SPATIAL AND TEMPORAL DYNAMICS OF THE DENGUE VECTOR POPULATION ESTABLISHED IN URBAN AREAS OF FERNANDO DE NORONHA, A BRAZILIAN OCEANIC ISLAND",Sim,0001-706X,Acta Tropica,,[http://dx.doi.org/10.1016/j.actatropica.2014.04.010][doi:10.1016/j.actatropica.2014.04.010],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ANTONIO MIGUEL VIEIRA MONTEIRO,Docente
2014,CHLOROPHYLL PROFILE ESTIMATION IN OCEAN WATERS BY A SET OF ARTIFICIAL NEURAL NETWORKS,Sim,,,,[http://www.icipe2014.org/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,FABIO DALL CORTIVO ; EZZAT SELIM CHALHOUB ; HAROLDO FRAGA DE CAMPOS VELHO ; MILTON KAMPEL,Participante Externo ; Docente ; Docente ; Participante Externo
2014,CLASSIFYING USER EXPERIENCE OF WEB APPLICATIONS IN REAL TIME USING CLIENT LOGS.,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,LEANDRO GUARINO DE VASCONCELOS ; RAFAEL DUARTE COELHO DOS SANTOS ; LAERCIO AUGUSTO BALDOCHI JUNIOR,Discente - Doutorado ; Docente ; Participante Externo
2014,CLUSTERING SEARCH APPLIED TO RANK AGGREGATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,LUIZ HENRIQUE NOGUEIRA LORENA ; ANA CAROLINA LORENA ; LUIZ ANTONIO NOGUEIRA LORENA ; ANDRE CARLOS PONCE DE LEON FERREIRA DE CARVALHO,Participante Externo ; Participante Externo ; Docente ; Participante Externo
2014,COMMUNITY DETECTION IN COMPLEX NETWORKS USING COUPLED KURAMOTO OSCILLATORS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,JOAO ELIAKIN MOTA DE OLIVEIRA ; MARCOS GONCALVES QUILES,Participante Externo ; Docente
2014,COMPARAÇÃO ENTRE ESTRUTURAS DE METAMATERIAIS COM ANÉIS REPARTIDOS E FECHADOS,Sim,,,,[http://www.metallum.com.br/58cbc/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,PEDRO JOSE DE CASTRO ; JOAQUIM JOSE BARROSO DE CASTRO ; JOAQUIM PAULINO LEITE NETO,Participante Externo ; Docente ; Participante Externo
2014,COMPONENTES REUTILIZÁVEIS EM JAVA COM REFLEXÃO E ANOTAÇÕES,Sim,,,,-,BIBLIOGRÁFICA,LIVRO,Idioma Nacional,EDUARDO MARTINS GUERRA,Docente
2014,CONJUGATE FLUCTUATION ANALYSIS FOR A SET OF 41 MAGNETIC CLOUDS MEASURED BY THE ACE SPACECRAFT,Sim,2198-5634,Nonlinear Processes in Geophysics Discussions,,[doi:10.5194/npgd-1-583-2014],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ARIAN OJEDA GONZALEZ ; WALTER DEMETRIO GONZALEZ ALARCON ; ODIM MENDES JUNIOR ; MARGARETE OLIVEIRA DOMINGUES ; REINALDO ROBERTO ROSA,Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Docente
2014,CONTINUOUS INSPECTION: A PATTERN FOR KEEPING YOUR CODE HEALTHY AND ALIGNED TO THE ARCHITECTURE,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,EDUARDO MARTINS GUERRA,Docente
2014,CORRELATION ANALYSIS BETWEEN THE OCCURRENCE OF IONOSPHERIC SCINTILLATION AT THE MAGNETIC EQUATOR AND AT THE SOUTHERN PEAK OF THE EQUATORIAL IONIZATION ANOMALY,Sim,1542-7390,Space Weather (Online),,[doi:10.1002/2014sw001041],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,GLAUSTON ROBERTO TEIXEIRA DE LIMA ; STEPHAN STEPHANY ; EURICO RODRIGUES DE PAULA ; INEZ STACIARINI BATISTA ; MANGALATHAYIL ALI ABDU ; LUIZ FELIPE CAMPOS DE REZENDE ; MARIA GORETI DOS SANTOS AQUINO ; ANDERSON PAULO DA SILVA DUTRA,Participante Externo ; Docente ; Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo
2014,CROSS-LAYER OPTIMIZATION APPLIED TO OBTAIN TIME METRIC SPECIFIED TO WIRELESS MESH NETWORKS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,MARLON DA SILVA ; EDSON LUIZ FRANCA SENNE ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Discente - Doutorado ; Docente ; Docente
2014,DAM RESERVOIRS ROLE IN CARBON DYNAMICS REQUIRES CONTEXTUAL LANDSCAPE ECOHYDROLOGY,Sim,0167-6369,Environmental Monitoring and Assessment (Print),,[doi:10.1007/s10661-014-3834-2],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,IVAN BERGIER TAVARES DE LIMA ; FERNANDO MANOEL RAMOS ; LUIS ANTONIO WAACK BAMBACE,Participante Externo ; Docente ; Participante Externo
2014,DATA ASSIMILATION USING RECONFIGURABLE COMPUTER SYSTEM,Sim,,,,[http://eventos.ufabc.edu.br/erad/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,SABRINA BERGOGH MONTEIRO SAMBATTI ; VITOR CONRADO FARIA GOMES ; HAROLDO FRAGA DE CAMPOS VELHO ; ANDREA SCHWERTNER CHARAO,Discente - Doutorado ; Participante Externo ; Docente ; Participante Externo
2014,DATA FEDERATION FOR THE BRAZILIAN WEATHER AND CLIMATE VIRTUAL OBSERVATORY: FIRST INSIGHTS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ALESSANDRA MARLI MARIA MORAIS ; RAFAEL DUARTE COELHO DOS SANTOS ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Discente - Mestrado ; Docente ; Docente
2014,DATA SCIENCE: WHAT IS IT? IS IT IMPORTANT?,Sim,,,,-,TÉCNICA,APRESENTAÇÃO DE TRABALHO,Inglês,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2014,DATABASES INTEGRATION IN GRID COMPUTING APPLICATIONS,Sim,,,,[http://ccis2014.pol.una.py/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,PAULO ROBERTO DA SILVA RUIZ ; HAROLDO FRAGA DE CAMPOS VELHO ; RENATA SAMPAIO DA ROCHA RUIZ ; ELTON OLIVEIRA FERREIRA,Participante Externo ; Docente ; Participante Externo ; Participante Externo
2014,DAUBECHIES WAVELET COEFFICIENTS: A TOOL TO STUDY INTERPLANETARY MAGNETIC FIELD FLUCTUATIONS,Sim,0016-7169,Geofísica Internacional,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ARIAN OJEDA GONZALEZ ; ODIM MENDES JUNIOR ; MARGARETE OLIVEIRA DOMINGUES ; VARLEI EVERTON MENCONI,Participante Externo ; Participante Externo ; Docente ; Participante Externo
2014,DESIGNING A FRAMEWORK WITH TDD: A JOURNEY,Sim,0740-7459,IEEE Software,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,EDUARDO MARTINS GUERRA,Docente
2014,DETERMINATION OF CONSTITUTIVE PARAMETERS OF HOMOGENEOUS METAMATERIAL SLABS BY A NOVEL CALIBRATION-INDEPENDENT METHOD,Sim,2158-3226,AIP Advances,,[http://scitation.aip.org/content/aip/journal/adva/4/10/10.1063/1.4898148][doi:10.1063/1.4898148],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2014,DETERMINING INITIAL CONDITION BY FPGA,Sim,,,,[http://uncertainties2014.insa-rouen.fr/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,SABRINA BERGOGH MONTEIRO SAMBATTI ; VITOR CONRADO FARIA GOMES ; HELAINE CRISTINA MORAIS FURTADO ; EDUARDO FAVERO PACHECO DA LUZ ; HAROLDO FRAGA DE CAMPOS VELHO ; ANDREA SCHWERTNER CHARAO,Discente - Doutorado ; Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Participante Externo
2014,DEVELOPMENT OF ADAPTIVE INFORMATION VISUALIZATION SYSTEMS WITH AUGMENTED REALITY,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,EZEQUIEL ROBERTO ZORZAL ; CELSO ANDRE RODRIGUES DE SOUSA ; ALEXANDRE CARDOSO ; CLAUDIO KIRNER ; EDGARD AFONSO LAMOUNIER JUNIOR ; MARCOS GONCALVES QUILES,Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Docente
2014,DUAS NOVAS ABORDAGENS PARA O PROBLEMA DE ROTULAÇÃO CARTOGRÁFICA DE PONTOS: R-SEPARAÇÃO E P-DISPERSÃO,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,SOSTENES PEREIRA GOMES ; GLAYDSTON MATTOS RIBEIRO ; LUIZ ANTONIO NOGUEIRA LORENA,Discente - Doutorado ; Participante Externo ; Docente
2014,ELECTRON BUNCHING IN STEPPED ELECTRIC-FIELD PROFILES,Sim,,,,[http://www.ieee.org],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2014,ENHANCED BAYESIAN NETWORK FOR RASTER DATA (E-BAYNERD),Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,ALEXSANDRO CANDIDO DE OLIVEIRA SILVA ; MARCIO PUPIN DE MELLO ; LEILA MARIA GARCIA FONSECA,Participante Externo ; Participante Externo ; Docente
2014,ESTUDO DA APLICAÇÃO DE ELEMENTOS METAMATERIAIS CRRS E SRRS PARA EFEITO DE MINIATURIZAÇÃO DE UM GUIA DE ONDA,Sim,,,,[http://www.momag2014.com.br/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,JOAQUIM PAULINO LEITE NETO ; JOAQUIM JOSE BARROSO DE CASTRO ; PEDRO JOSE DE CASTRO,Participante Externo ; Docente ; Participante Externo
2014,ESTUDO DE UMA ANTENA CORNETA ACOPLADA A UMA ESTRUTURA DE DIELÉTRICO ARTIFICIAL,Sim,,,,[http://www.momag2014.com.br/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ANTONIO TOMAZ DE CARVALHO ; JOAQUIM JOSE BARROSO DE CASTRO,Participante Externo ; Docente
2014,EVALUATING VOLUNTEERS' CONTRIBUTIONS IN A CITIZEN SCIENCE PROJECT,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,JEFERSON DE SOUZA ARCANJO ; EDUARDO FAVERO PACHECO DA LUZ ; ALVARO LUIZ FAZENDA ; FERNANDO MANOEL RAMOS,Participante Externo ; Participante Externo ; Participante Externo ; Docente
2014,EVALUATION OF SAR-SDNLM FILTER FOR CHANGE DETECTION CLASSIFICATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,MARIANE SOUZA REIS ; LEONARDO JOSE TENORIO MOURAO TORRES ; SIDNEI JOAO SIQUEIRA SANT ANNA ; CORINA DA COSTA FREITAS ; LUCIANO VIEIRA DUTRA,Participante Externo ; Discente - Doutorado ; Docente ; Docente ; Docente
2014,EVALUATION OF SIMULATED IMAGES OF MUX CAMERA FROM CBERS-4 SATELLITE FOR ENVIRONMENTAL ANALYSIS,Sim,1413-4853,Boletim de Ciências Geodésicas (Impresso),,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,LEILA MARIA GARCIA FONSECA,Docente
2014,EXPERIENCES WITH A SOCIO-ENVIRONMENTAL MODELING COURSE,Sim,0001-706X,Acta Tropica,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,PEDRO RIBEIRO DE ANDRADE NETO ; GILBERTO CAMARA NETO ; TIAGO GARCIA DE SENNA CARNEIRO ; RAIAN MARETTO ; ANTONIO MIGUEL VIEIRA MONTEIRO ; FLAVIA DA FONSECA FEITOSA,Participante Externo ; Docente ; Participante Externo ; Sem Categoria ; Docente ; Participante Externo
2014,EXPERIMENTAL EVALUATION OF CONCEPTUAL MODELLING THROUGH MIND MAPS AND MODEL DRIVEN ENGINEERING,Sim,0302-9743,Lecture Notes in Computer Science,,[http://link.springer.com/chapter/10.1007%2F978-3-319-09156-3_15],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,EDUARDO MARTINS GUERRA,Docente
2014,FIELDS AS A GENERIC DATA TYPE FOR BIG SPATIAL DATA,Sim,0302-9743,Lecture Notes in Computer Science,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,GILBERTO CAMARA NETO ; Max J. Egenhofer ; KARINE REIS FERREIRA GOMES ; PEDRO RIBEIRO DE ANDRADE NETO ; GILBERTO RIBEIRO DE QUEIROZ ; Alber Sanchez ; Jim Jones ; LUBIA VINHAS,Docente ; Participante Externo ; Docente ; Participante Externo ; Participante Externo ; Participante Externo ; Participante Externo ; Docente
2014,FILTRAGEM DE KALMAN APLICADA AO MONITORAMENTO DA QUALIDADE DO AR,Sim,,,,https://clubedeautores.com.br/book/176779--Meteorologia_em_topicos?topic=cienciasexatas#.VL_GIGTF_nt,BIBLIOGRÁFICA,LIVRO,Idioma Nacional,FABRICIO PEREIRA HARTER ; MARCO ANTONIO CHAMON ; HAROLDO FRAGA DE CAMPOS VELHO,Participante Externo ; Participante Externo ; Docente
2014,FIRST RESULTS OF OPERATIONAL IONOSPHERIC DYNAMICS PREDICTION FOR THE BRAZILIAN SPACE WEATHER PROGRAM,Sim,0273-1177,Advances in Space Research,,[http://www.sciencedirect.com/science/journal/02731177][doi:10.1016/j.asr.2014.03.017],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2014,"FORMAL METHODS, COMPUTATIONAL INTELLIGENCE AND CONSTRAINT PROGRAMMING FOR SOFTWARE ASSURANCE WORKSHOP (FMCICA 2014)",Sim,,,,-,TÉCNICA,ORGANIZAÇÃO DE EVENTO,Inglês,VALDIVINO ALEXANDRE DE SANTIAGO JUNIOR,Docente
2014,GENERALIZED EXTREMAL OPTIMIZATION ALGORITHM TO DESIGN OF A LED-BASED SPECTRALLY TUNABLE LIGHT SOURCE FOR STAR SIMULATION.,Sim,1983-8409,Journal of Computational Interdisciplinary Sciences,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,MARCOS EDUARDO GOMES BORGES ; LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Participante Externo ; Docente
2014,GERAÇÃO DE RF USANDO LINHAS DE TRANSMISSÃO NÃO LINEARES,Sim,,,,[http://www.momag2014.com.br/],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,FERNANDA SAYURI YAMASAKI ; JOSE OSVALDO ROSSI ; JOAQUIM JOSE BARROSO DE CASTRO ; LAURO PAULO DA SILVA NETO,Participante Externo ; Participante Externo ; Docente ; Participante Externo
2014,HIGH-Q SUPERCONDUCTING NIOBIUM CAVITIES FOR GRAVITATIONAL WAVE DETECTORS,Sim,1748-0221,Journal of Instrumentation,,[http://www.iopscience.iop.org/1748-0221/9/10/P10001][doi:10.1088/1748-0221/9/10/p10001],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2014,HYBRID HEURISTICS BASED ON COLUMN GENERATION WITH PATH-RELINKING FOR CLUSTERING PROBLEMS,Sim,0957-4174,Expert Systems with Applications,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,RUDINEI MARTINS DE OLIVEIRA ; LUIZ ANTONIO NOGUEIRA LORENA ; ANTONIO AUGUSTO CHAVES ; GERALDO REGIS MAURI,Discente - Doutorado ; Docente ; Participante Externo ; Participante Externo
2014,HYBRID METAHEURISTIC FOR PARALLEL MACHINE SCHEDULING WITH JOBS COMPATIBILITY CONSTRAINTS AND SEQUENCE  DEPENDENT SETUP TIMES,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,EDSON LUIZ FRANCA SENNE ; ANTONIO AUGUSTO CHAVES,Docente ; Participante Externo
2014,HYBRID MULTICRITERIA MODEL FOR RETURN CHANNEL SELECTION IN IDTV ENVIRONMENT,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,MARCOS CESAR DA ROCHA SERUFFO ; ADAMO LIMA DE SANTANA ; CARLOS RENATO LISBOA FRANCES ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Participante Externo ; Participante Externo ; Participante Externo ; Docente
