Ano da Produção,Título da Produção,Glosada,ISSN,Título do Periódico,DOI,URL,Tipo,Subtipo,Idioma,Autores,Categorias
2015,IMAGE SEGMENTATION ALGORITHMS COMPARISON,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,MARIANE SOUZA REIS ; MARIA ANTONIA FALCAO DE OLIVEIRA ; THALES SEHN KORTING ; SIDNEI JOAO SIQUEIRA SANT ANNA ; LUCIANO VIEIRA DUTRA ; ELIANA PANTALEAO,Participante Externo ; Participante Externo ; Participante Externo ; Docente ; Docente ; Participante Externo
2015,IMPLEMENTAÇÃO DE MÉTODO ADAPTATIVO NO TEMPO PARA EQUAÇÕES DIFERENCIAIS PARCIAIS EVOLUTIVAS,Sim,,,,[http://proceedings.sbmac.org.br/sbmac/article/view/708],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,MULLER MOREIRA SOUZA LOPES ; MARGARETE OLIVEIRA DOMINGUES ; ODIM MENDES JUNIOR,Discente - Doutorado ; Docente ; Participante Externo
2015,INFERRING MICRORNA-DISEASE ASSOCIATIONS USING SELF-ORGANIZING MAPS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ALESSANDRA DE FRANCA SANTANA ; MARCOS GONCALVES QUILES,Participante Externo ; Docente
2015,INTEGRATED TASK ASSIGNMENT AND MAINTENANCE RECOMMENDATION BASED ON SYSTEM ARCHITECTURE AND PHM INFORMATION FOR UAVS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,IVO PAIXAO DE MEDEIROS ; LEONARDO RAMOS RODRIGUES ; CHRISTIAN STROTTMANN KERN ; RAFAEL DUARTE COELHO DOS SANTOS ; ELCIO HIDEITI SHIGUEMORI,Discente - Doutorado ; Participante Externo ; Participante Externo ; Docente ; Participante Externo
2015,INTEGRATION OF INFORMATION-THEORETIC TOOLS FOR POLSAR IMAGE PROCESSING AND ANALYSIS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,SIDNEI JOAO SIQUEIRA SANT ANNA ; CORINA DA COSTA FREITAS ; LEONARDO JOSE TENORIO MOURAO TORRES ; ALEJANDRO CESAR FRERY ORGAMBIDE,Docente ; Docente ; Discente - Doutorado ; Participante Externo
2015,INTERACTIVE IMAGE SEGMENTATION OF NON-CONTIGUOUS CLASSES USING PARTICLE COMPETITION AND COOPERATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,FABRICIO APARECIDO BREVE ; MARCOS GONCALVES QUILES ; ZHAO LIANG,Participante Externo ; Docente ; Participante Externo
2015,INTERACTIVE IMAGE SEGMENTATION USING PARTICLE COMPETITION AND COOPERATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,FABRICIO APARECIDO BREVE ; MARCOS GONCALVES QUILES ; ZHAO LIANG,Participante Externo ; Docente ; Participante Externo
2015,"INTERNATIONAL CONFERENCE ON CARBON CYCLE AND GLOBAL CHANGE,",Sim,,,,-,TÉCNICA,ORGANIZAÇÃO DE EVENTO,-,Densheng Lu ; LUCIANO VIEIRA DUTRA,Participante Externo ; Docente
2015,KNOWLEDGE MANAGEMENT INITIATIVES IN SOFTWARE TESTING: A MAPPING STUDY,Sim,0950-5849,Information and Software Technology,,[doi:10.1016/j.infsof.2014.05.016],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ERICA FERREIRA DE SOUZA ; RICARDO DE ALMEIDA FALBO ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Participante Externo ; Participante Externo ; Docente
2015,LAND USE MAPPING IN THE BRAZILIAN AMAZON WITH REMOTE SENSING TIME SERIES,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,VICTOR WEGNER MAUS ; GILBERTO CAMARA NETO ; RICARDO CARTAXO MODESTO DE SOUZA ; FERNANDO MANOEL RAMOS,Participante Externo ; Docente ; Participante Externo ; Docente
2015,MAIN PATTERNS OF THE GEOMAGNETIC FIELD: A CASE STUDY USING PRINCIPAL COMPONENT ANALYSIS,Sim,1679-9569,Physicae (APGF),,[http://physicae.ifi.unicamp.br/index.php/physicae/article/view/321][doi:10.5196/physicae.v0i11.321],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,VIRGINIA KLAUSNER DE OLIVEIRA ; ODIM MENDES JUNIOR ; MARGARETE OLIVEIRA DOMINGUES ; ANDRES REINALDO RODRIGUES PAPA,Participante Externo ; Participante Externo ; Docente ; Participante Externo
2015,MELHORIA DO PROCESSO DE CORREÇÃO GEOMÉTRICA DE IMAGENS CBERS-CCD PELO USO DE AMOSTRAS GEORREFERENCIADAS CLASSIFICADAS,Sim,1982-2170,Boletim de Ciências Geodésicas (Online),,[doi:10.1590/s1982-21702015000400038],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,EMILIANO FERREIRA CASTEJON ; LEILA MARIA GARCIA FONSECA ; CARLOS HENRIQUE QUARTUCCI FORSTER,Participante Externo ; Docente ; Participante Externo
2015,METHODS FOR EVALUATING VOLUNTEERS? CONTRIBUTIONS IN A DEFORESTATION DETECTION CITIZEN SCIENCE PROJECT,Sim,0167-739X,Future Generation Computer Systems,,[doi:10.1016/j.future.2015.07.005],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JEFERSON DE SOUZA ARCANJO ; EDUARDO FAVERO PACHECO DA LUZ ; ALVARO LUIZ FAZENDA ; FERNANDO MANOEL RAMOS,Participante Externo ; Participante Externo ; Participante Externo ; Docente
2015,MÉTODO Q-G: UMA GENERALIZAÇÃO DO MÉTODO DA MÁXIMA DESCIDA,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ALINE CRISTINA SOTERRONI ; FERNANDO MANOEL RAMOS ; ROBERTO LUIZ GALSKI ; MARLUCE DA CRUZ SCARABELLO ; ERICA JOSIANE COELHO GOUVEA,Participante Externo ; Docente ; Participante Externo ; Discente - Doutorado ; Discente - Doutorado
2015,MÉTODO Q-GC: UMA GENERALIZAÇÃO DO MÉTODO DOS GRADIENTES CONJUGADOS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ERICA FERREIRA DE SOUZA ; MARLUCE DA CRUZ SCARABELLO ; ALINE CRISTINA SOTERRONI ; FERNANDO MANOEL RAMOS ; ROBERTO LUIZ GALSKI,Participante Externo ; Discente - Doutorado ; Participante Externo ; Docente ; Participante Externo
2015,MÉTODOS HÍBRIDOS PARA DETECÇÃO DE DANOS EM ESTRUTURAS,Sim,,,,-,TÉCNICA,APRESENTAÇÃO DE TRABALHO,Português,HAROLDO FRAGA DE CAMPOS VELHO ; REYNIER HERNANDEZ TORRES ; MARLUCE DA CRUZ SCARABELLO,Docente ; Participante Externo ; Discente - Doutorado
2015,MODERATOR CONFIGURATION OPTIONS FOR A LOW-ENRICHED URANIUM FUELED KILOWATT-CLASS SPACE NUCLEAR REACTOR,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2015,MULTILAYER PERCEPTRON APPLIED TO DATA ASSIMILATION FOR THE GLOBAL FSU ATMOSPHERIC MODEL,Sim,,,,[http://https://agu.confex.com/agu/fm15/meetingapp.cgi/Paper/65152],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,ROSANGELA SAHER CORREA CINTRA ; HAROLDO FRAGA DE CAMPOS VELHO ; Steven Cocke,Participante Externo ; Docente ; Participante Externo
2015,MULTI-PARTICLE COLLISION ALGORITHM FOR SOLVING AN INVERSE RADIATIVE PROBLEM,Sim,,,,http://www.springer.com/us/book/9783319167268,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,REYNIER HERNANDEZ TORRES ; EDUARDO FAVERO PACHECO DA LUZ ; HAROLDO FRAGA DE CAMPOS VELHO,Participante Externo ; Participante Externo ; Docente
2015,MULTI-PARTICLE COLLISION ALGORITHM WITH HOOKE-JEEVES FOR SOLVING A STRUCTURAL DAMAGE DETECTION PROBLEM,Sim,,,,[http://www.dem.ist.utl.pt/iccst10/files/ICCST10_Proceedings/pdf/WEB_PAPERS/ICCST10_Upload_195.pdf],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,REYNIER HERNANDEZ TORRES ; LEONARDO DAGNINO CHIWIACOWSKY ; HAROLDO FRAGA DE CAMPOS VELHO,Participante Externo ; Participante Externo ; Docente
2015,MULTI-PARTICLE COLLISION ALGORITHM WITH REFLECTED POINTS,Sim,,,,[http://proceedings.sbmac.org.br/sbmac/article/view/745/0],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,REYNIER HERNANDEZ TORRES ; EDUARDO FAVERO PACHECO DA LUZ ; HAROLDO FRAGA DE CAMPOS VELHO,Participante Externo ; Participante Externo ; Docente
2015,MULTISOURCE CLASSIFICATION BASED ON UNCERTAINTY MAPS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,BRUNA CRISTINA BRAGA ; CORINA DA COSTA FREITAS ; SIDNEI JOAO SIQUEIRA SANT ANNA,Participante Externo ; Docente ; Docente
2015,MULTISPECTRAL IMAGE CLASSIFICATION OF SHADE AND NON-SHADED LAND-COVER PATTERNS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,WANESSA DA SILVA ; JOSE RENATO GARCIA BRAGA ; HAROLDO FRAGA DE CAMPOS VELHO ; ELCIO HIDEITI SHIGUEMORI,Discente - Mestrado ; Discente - Doutorado ; Docente ; Participante Externo
2015,NATURAL FORMATIONS AT THE EARTH-MOON TRIANGULAR POINT IN PERTURBED RESTRICTED PROBLEMS,Sim,0273-1177,Advances in Space Research,,[http://www.sciencedirect.com/science/article/pii/S0273117715002306][doi:10.1016/j.asr.2015.03.028],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,FRANCISCO JAVIER TIPAN SALAZAR ; OTHON CABO WINTER ; ELBERT EINSTEIN NEHRER MACAU ; Josep Joaquim Masdemont Soler ; Gerard Gómez Muntané,Participante Externo ; Participante Externo ; Docente ; Participante Externo ; Participante Externo
2015,NEW DEVELOPMENTS ON RECONSTRUCTION OF HIGH RESOLUTION CHLOROPHYLL-A VERTICAL PROFILES,Sim,,,,[http://proceedings.sbmac.org.br/sbmac/article/view/647],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ROBERTO PINTO SOUTO ; PEDRO LEITE DA SILVA DIAS ; HAROLDO FRAGA DE CAMPOS VELHO ; STEPHAN STEPHANY ; MILTON KAMPEL,Participante Externo ; Participante Externo ; Docente ; Docente ; Participante Externo
2015,NONLINEAR METHOD OF REDUCTION OF DIMENSIONALITY BASED ON ARTIFICIAL NEURAL NETWORK AND HARDWARE IMPLEMENTATION,Sim,,,,http://www.springer.com/us/book/9783319167268,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,JOSE RENATO GARCIA BRAGA ; VITOR CONRADO FARIA GOMES ; ELCIO HIDEITI SHIGUEMORI ; HAROLDO FRAGA DE CAMPOS VELHO ; ANTONIO PLAZA ; JAVIER PLAZA,Discente - Doutorado ; Participante Externo ; Participante Externo ; Docente ; Participante Externo ; Participante Externo
2015,NOVO MODELO DE DISPERSÃO PARA O PROBLEMA DE LOCALIZAÇÃO DE RÓTULOS CARTOGRÁFICOS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ELISEU JUNIO ARAUJO ; ANTONIO AUGUSTO CHAVES ; LUIZ ANTONIO NOGUEIRA LORENA,Participante Externo ; Participante Externo ; Docente
2015,O USO DO VETOR Q-GRADIENTE COMO DIREÇÃO DE BUSCA EM MÉTODOS DE OTIMIZAÇÃO CONTÍNUA,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ALINE CRISTINA SOTERRONI ; FERNANDO MANOEL RAMOS ; ROBERTO LUIZ GALSKI ; ERICA JOSIANE COELHO GOUVEA ; MARLUCE DA CRUZ SCARABELLO,Participante Externo ; Docente ; Participante Externo ; Discente - Doutorado ; Discente - Doutorado
2015,OBJECT-BASED IMAGE ANALYSIS FOR URBAN KAND COVER CLASSIFICATION IN THE CITY OF CAMPINAS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,LEILA MARIA GARCIA FONSECA,Docente
2015,OIL SLICKS DETECTION USING POLARIMETRIC REGION CLASSIFIER,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,SIDNEI JOAO SIQUEIRA SANT ANNA,Docente
2015,ON PROPOSING A TEST ORACLE GENERATOR BASED ON STATIC AND DYNAMIC SOURCE CODE ANALYSIS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,ALESSANDRO OLIVEIRA ARANTES ; VALDIVINO ALEXANDRE DE SANTIAGO JUNIOR ; NANDAMUDI LANKALAPALLI VIJAYKUMAR,Discente - Doutorado ; Docente ; Docente
2015,OPEN BOUNDARY DYNAMIC TIME WARPING FOR SATELLITE IMAGE TIME SERIES CLASSIFICATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,VICTOR WEGNER MAUS ; GILBERTO CAMARA NETO ; RICARDO CARTAXO MODESTO DE SOUZA ; FERNANDO MANOEL RAMOS ; Alber Sanchez ; GILBERTO RIBEIRO DE QUEIROZ,Participante Externo ; Docente ; Participante Externo ; Docente ; Participante Externo ; Participante Externo
2015,OPTICAL IMAGES-BASED EDGE DETECTION IN SYNTHETIC APERTURE RADAR IMAGES,Sim,0950-7051,Knowledge-Based Systems,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,SANDRA APARECIDA SANDRI,Docente
2015,OPTIMIZATION BY FIREFLY WITH PREDATION FOR ENSEMBLE PRECIPITATION ESTIMATION USING BRAMS,Sim,2166-4633,American Journal of Environmental Engineering,,[http://www.sapub.org/journal/articles.aspx?journalid=1125],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2015,OVERVIEW OF RF GENERATION USING NONLINEAR TRANSMISSION LINES,Sim,,,,[http://ieeexplore.ieee.org],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,OWA FILTERS FOR SAR IMAGERY,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,LEONARDO JOSE TENORIO MOURAO TORRES ; CORINA DA COSTA FREITAS ; SIDNEI JOAO SIQUEIRA SANT ANNA ; SANDRA APARECIDA SANDRI ; JOSE CARLOS BECCENERI,Discente - Doutorado ; Docente ; Docente ; Docente ; Docente
2015,PARTIAL SYNCHRONIZATION IN NETWORKS OF NON-LINEARLY COUPLED OSCILLATORS: THE DESERTER HUBS MODEL,Sim,1054-1500,"Chaos (Woodbury, N.Y.)",,[http://scitation.aip.org/content/aip/journal/chaos/25/4/10.1063/1.4919246][doi:10.1063/1.4919246],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,CELSO BERNARDO DA NOBREGA DE FREITAS ; ELBERT EINSTEIN NEHRER MACAU ; ARKADY PIKOVSKY,Discente - Doutorado ; Docente ; Participante Externo
2015,PARTICLE COMPETITION AND COOPERATION FOR SEMI-SUPERVISED LEARNING WITH LABEL NOISE,Sim,0925-2312,Neurocomputing (Amsterdam),,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,FABRICIO APARECIDO BREVE ; ZHAO LIANG ; MARCOS GONCALVES QUILES,Participante Externo ; Participante Externo ; Docente
2015,PATHWAYS FOR SUSTAINABLE REDD+ POLICIES IN BRAZIL,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,FERNANDO MANOEL RAMOS,Docente
2015,PATTERNS FOR INITIAL ARCHITECTURAL DESIGN ON AGILE PROJECTS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,EDUARDO MARTINS GUERRA ; Rebecca Wirfs-Brock ; Joseph William Yoder,Docente ; Participante Externo ; Participante Externo
2015,PATTERNS TO DEVELOP AND EVOLVE AN AGILE ARCHITECTURE DURING A SOFTWARE PROJECT,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,EDUARDO MARTINS GUERRA ; Joseph William Yoder ; Rebecca Wirfs-Brock,Docente ; Participante Externo ; Participante Externo
2015,PLASMA STRUCTURE EXTRACTION FROM LASCO IMAGES BY THE DUAL-TREE COMPLEX WAVELET TRANSFORM,Sim,0102-261X,Revista Brasileira de Geofísica (Impresso),,[http://sys2.sbgf.org.br/revista/index.php/rbgf/article/view/600],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,VITOR MOURA CARDOSO E SILVA SOUZA ; MARGARETE OLIVEIRA DOMINGUES ; ODIM MENDES JUNIOR ; AYLTON PAGAMISSE,Participante Externo ; Docente ; Participante Externo ; Participante Externo
2015,PORTABILIDADE COM EFICIÊNCIA DA ADVECÇÃO DO MODELO BRAMS ENTRE ARQUITETURAS MULTI-CORE E MANY-CORE,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,MANOEL BAPTISTA DA SILVA JUNIOR ; JAIRO PANETTA ; STEPHAN STEPHANY,Discente - Mestrado ; Participante Externo ; Docente
2015,PREDICTION OF THE LEVEL OF IONOSPHERIC SCINTILLATION AT EQUATORIAL LATITUDES IN BRAZIL USING A NEURAL NETWORK,Sim,1542-7390,Space Weather (Online),,[doi:10.1002/2015sw001182],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,GLAUSTON ROBERTO TEIXEIRA DE LIMA ; STEPHAN STEPHANY ; EURICO RODRIGUES DE PAULA ; INEZ STACIARINI BATISTA ; MANGALATHAYIL ALI ABDU,Participante Externo ; Docente ; Participante Externo ; Participante Externo ; Participante Externo
2015,PROPOSTA DE UMA MEDIDA PARA AVALIAÇÃO DE CLASSIFICAÇÃO EM BORDAS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,ROGERIO GALANTE NEGRI ; LUCIANO VIEIRA DUTRA ; SIDNEI JOAO SIQUEIRA SANT ANNA,Participante Externo ; Docente ; Docente
2015,REFERENCE-PLANE-INVARIANT AND THICKNESS- AND BRANCH-INDEX-INDEPENDENT RETRIEVAL OF EFFECTIVE PARAMETERS OF BI-ANISOTROPIC METAMATERIALS,Sim,2158-3226,AIP Advances,,[http://scitation.aip.org/content/aip/journal/adva][doi:10.1063/1.4906514],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,REFERENCE-PLANE-INVARIANT EFFECTIVE THICKNESS AND ELECTROMAGNETIC PROPERTY DETERMINATION OF ISOTROPIC METAMATERIALS INVOLVING BOUNDARY EFFECTS,Sim,1077-260X,IEEE Journal of Selected Topics in Quantum Electronics,,[http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6901239][doi:10.1109/jstqe.2014.2358565],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,RELATING PATTERNS AND REFERENCE ARCHITECTURES,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,EDUARDO MARTINS GUERRA ; ELISA YUMI NAKAGAWA,Docente ; Participante Externo
2015,REPRESENTAÇÃO E ANÁLISE DE DADOS ESPAÇO-TEMPORAIS,Sim,,,,http://www.comciencia.br/comciencia/?section=8&edicao=115&id=1392,BIBLIOGRÁFICA,ARTIGO EM JORNAL OU REVISTA,Português,KARINE REIS FERREIRA GOMES,Docente
2015,SCATTERING PARAMETER ANALYSIS OF CASCADED BI-ANISOTROPIC METAMATERIALS,Sim,0030-4018,Optics Communications (Print),,[http://www.elsevier.com/locate/optcom],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,SELF-CONFIGURING TWO TYPES NEURAL NETWORKS BY MPCA,Sim,2159-5275,Journal of Mechanics Engineering and Automation,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JULIANA APARECIDA ANOCHI ; HAROLDO FRAGA DE CAMPOS VELHO ; HELAINE CRISTINA MORAIS FURTADO ; EDUARDO FAVERO PACHECO DA LUZ,Discente - Doutorado ; Docente ; Participante Externo ; Participante Externo
2015,SEMI-INFINITE REFLECTION COEFFICIENTS OF BI-ANISOTROPIC METAMATERIAL SLABS INCLUDING BOUNDARY EFFECTS,Sim,1531-1309,IEEE Microwave and Wireless Components Letters,,[http://www.ieee.org][doi:10.1109/lmwc.2015.2409990],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,SIDE LOBE REDUCTION IN AN X-BAND HORN ANTENNA LOADED BY A WIRE MEDIUM,Sim,2175-9146,Journal of Aerospace Technology and Management (Online),,[http://www.jatm.com.br/ojs/index.php/jatm/article/view/468][doi:10.5028/jatm.v7i3.468],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,SIMULAÇÕES DE PROBLEMAS EM MAGNETO-HIDRODINÂMICA USANDO O CÓDIGO FLASH,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,MARGARETE OLIVEIRA DOMINGUES,Docente
2015,SOCIAL NETWORK ANALYSIS TO MONITOR INTERACTIONS IN VIRTUAL LEARNING ENVIRONMENT,Sim,1548-0992,Revista IEEE América Latina,,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Português,ALEKSANDRA DO SOCORRO DA SILVA ; SILVANA ROSSY DE BRITO ; NANDAMUDI LANKALAPALLI VIJAYKUMAR ; CLAUDIO ALEX JORGE DA ROCHA ; JOAO CRISOSTOMO WEYL ALBUQUERQUE COSTA ; CARLOS RENATO LISBOA FRANCES,Participante Externo ; Participante Externo ; Docente ; Participante Externo ; Participante Externo ; Participante Externo
2015,SPACE-TIME ADAPTIVE MULTIRESOLUTION SIMULATIONS OF THE COMPRESSIBLE EULER EQUATIONS,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,MARGARETE OLIVEIRA DOMINGUES ; MULLER MOREIRA SOUZA LOPES ; ODIM MENDES JUNIOR ; Kai Schneider,Docente ; Discente - Doutorado ; Participante Externo ; Participante Externo
2015,SPECTRAL ATTRIBUTES SELECTION BASED ON DATA MINING FOR REMOTE SENSING IMAGE CLASSIFICATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,RAIAN VARGAS MARETTO ; THALES SEHN KORTING ; EMILIANO FERREIRA CASTEJON ; LEILA MARIA GARCIA FONSECA ; RAFAEL DUARTE COELHO DOS SANTOS,Discente - Doutorado ; Participante Externo ; Participante Externo ; Docente ; Docente
2015,SPICE SIMULATIONS OF NONLINEAR GYROMAGNETIC LINES,Sim,,,,[http://ieeexplore.ieee.org],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,JOAQUIM JOSE BARROSO DE CASTRO,Docente
2015,STAR-TYPE OSCILLATORY NETWORKS WITH GENERIC KURAMOTO-TYPE COUPLING: A MODEL FOR -JAPANESE DRUMS SYNCHRONY-,Sim,1054-1500,"Chaos (Woodbury, N.Y.)",,[http://dx.doi.org/10.1063/1.4938400][doi:10.1063/1.4938400],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,VLADIMIR VLASOV ; ARKADY PIKOVSKY ; ELBERT EINSTEIN NEHRER MACAU,Participante Externo ; Participante Externo ; Docente
2015,STEP-BY-STEP REALIZATION OF THE INTERNATIONAL NUCLEAR POWER AND PROPULSION SYSTEM (INPPS) MISSION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2015,STUDY OF EXTREME BRAZILIAN METEOROLOGICAL EVENTS,Sim,,,,-,BIBLIOGRÁFICA,LIVRO,Idioma Estrangeiro,HELOISA MUSETTI ; FERNANDO MANOEL RAMOS ; HAROLDO FRAGA DE CAMPOS VELHO ; GILVAN SAMPAIO DE OLIVEIRA,Participante Externo ; Docente ; Docente ; Participante Externo
2015,SYNCHRONIZATION VERSUS NEIGHBORHOOD SIMILARITY IN COMPLEX NETWORKS OF NONIDENTICAL OSCILLATORS,Sim,"Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print)",,,[http://journals.aps.org/pre/pdf/10.1103/PhysRevE.92.032901][doi:10.1103/physreve.92.032901],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,CELSO BERNARDO DA NOBREGA DE FREITAS ; ELBERT EINSTEIN NEHRER MACAU ; RICARDO LUIZ VIANA,Discente - Doutorado ; Docente ; Participante Externo
2015,TECHNOLOGY DEVELOPMENT FOR NUCLEAR POWER GENERATION FOR SPACE APPLICATION,Sim,,,,-,BIBLIOGRÁFICA,TRABALHO EM ANAIS,Português,LAMARTINE NOGUEIRA FRUTUOSO GUIMARAES,Docente
2015,TEMPORAL GIS AND SPATIOTEMPORAL DATA SOURCES,Sim,,,,[http://www.geoinfo.info/geoinfo2015/index.php],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,KARINE REIS FERREIRA GOMES,Docente
2015,TEXT MINING APPLIED TO SQL QUERIES: A CASE STUDY FOR THE SDSS SKYSERVER,Sim,,,,[http://dblp2.uni-trier.de/db/conf/simbig/simbig2015.html],BIBLIOGRÁFICA,TRABALHO EM ANAIS,Inglês,VITOR HIROTA MAKIYAMA ; M. Jordan Raddick ; RAFAEL DUARTE COELHO DOS SANTOS,Discente - Mestrado ; Participante Externo ; Docente
2015,THE DISCRETE COMPLEX WAVELET APPROACH TO PHASE ASSIGNMENT AND A NEW TEST BED FOR RELATED METHODS,Sim,1054-1500,"Chaos (Woodbury, N.Y.)",,[http://scitation.aip.org/content/aip/journal/chaos/25/1/10.1063/1.4906814][doi:10.1063/1.4906814],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,MARIA TEODORA FERREIRA ; CELSO BERNARDO DA NOBREGA DE FREITAS ; MARGARETE OLIVEIRA DOMINGUES ; ELBERT EINSTEIN NEHRER MACAU,Participante Externo ; Discente - Doutorado ; Docente ; Docente
2015,THE FIRST JOINT MEETING SBM - SBMAC - RSME,Sim,,,,-,TÉCNICA,ORGANIZAÇÃO DE EVENTO,-,HAROLDO FRAGA DE CAMPOS VELHO,Docente
2015,THE PROTOMIRAX HARD X-RAY IMAGING BALLOON EXPERIMENT,Sim,0004-6361,Astronomy & Astrophysics (Berlin. Print),,-,BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,VALDIVINO ALEXANDRE DE SANTIAGO JUNIOR,Docente
2015,THE Q-G METHOD,Sim,2193-1801,SpringerPlus,,[http://www.springerplus.com/content/4/1/647],BIBLIOGRÁFICA,ARTIGO EM PERIÓDICO,Inglês,ALINE CRISTINA SOTERRONI ; ROBERTO LUIZ GALSKI ; MARLUCE DA CRUZ SCARABELLO ; FERNANDO MANOEL RAMOS,Participante Externo ; Participante Externo ; Discente - Doutorado ; Docente
